account_code,parent_code,level,depth,l1_code,l2_code,l3_code,l4_code,l5_code,name_zh_tw,name_en,l1_category,dealer_category,tax_treatment,moea_code,moea_name_zh,is_postable,normal_balance,default_enabled,is_locked,required_dimensions,ai_tags,benchmark_enabled,template_packs,description,display_order
1210202,12102,L5_DETAIL,5,1,12,1210,12102,1210202,存貨－副廠零件,,ASSET,PARTS,NORMAL,1210,存貨,TRUE,D,TRUE,FALSE,"[""PART_SKU"", ""WAREHOUSE""]","{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,85
1210203,12102,L5_DETAIL,5,1,12,1210,12102,1210203,存貨－精品配件,,ASSET,PARTS,NORMAL,1210,存貨,TRUE,D,TRUE,FALSE,"[""PART_SKU""]","{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,86
1210204,12102,L5_DETAIL,5,1,12,1210,12102,1210204,存貨－維修耗材,,ASSET,SERVICE,NORMAL,1210,存貨,TRUE,D,TRUE,FALSE,"[""WAREHOUSE""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",機油/物料,87
12109,1210,L4_PARENT,4,1,12,1210,12109,,備抵存貨跌價損失,,ASSET,GENERAL,NORMAL,1210,存貨,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項科目,88
1210901,12109,L5_DETAIL,5,1,12,1210,12109,1210901,備抵存貨跌價損失－車輛,,ASSET,VEHICLE_INV,NORMAL,1210,存貨,TRUE,C,TRUE,FALSE,[],"{""kpi_role"": ""vehicle_inventory""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",長庫齡車跌價,89
1210902,12109,L5_DETAIL,5,1,12,1210,12109,1210902,備抵存貨跌價損失－零件,,ASSET,PARTS,NORMAL,1210,存貨,TRUE,C,TRUE,FALSE,[],"{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,90
1250,11,L3_MOEA,3,1,12,1250,,,預付款項,,ASSET,GENERAL,NORMAL,1250,預付款項,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 1250,91
12501,1250,L4_PARENT,4,1,12,1250,12501,,預付貨款,,ASSET,GENERAL,NORMAL,1250,預付款項,FALSE,D,TRUE,FALSE,"[""SUPPLIER""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,92
1250101,12501,L5_DETAIL,5,1,12,1250,12501,1250101,預付貨款－車輛,,ASSET,VEHICLE_INV,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,"[""SUPPLIER"", ""PO""]","{""kpi_role"": ""vehicle_inventory""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",向總代理預付車款,93
1250102,12501,L5_DETAIL,5,1,12,1250,12501,1250102,預付貨款－零件,,ASSET,PARTS,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,"[""SUPPLIER"", ""PO""]","{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,94
12502,1250,L4_PARENT,4,1,12,1250,12502,,預付費用,,ASSET,GENERAL,NORMAL,1250,預付款項,FALSE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",預付各項費用,95
1250201,12502,L5_DETAIL,5,1,12,1250,12502,1250201,預付租金,,ASSET,GENERAL,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,"[""STORE""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,96
1250202,12502,L5_DETAIL,5,1,12,1250,12502,1250202,預付保險費,,ASSET,GENERAL,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",公司險、商業險預付,97
1250203,12502,L5_DETAIL,5,1,12,1250,12502,1250203,預付廣告費,,ASSET,GENERAL,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,"[""CAMPAIGN""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,98
1250204,12502,L5_DETAIL,5,1,12,1250,12502,1250204,用品盤存,,ASSET,GENERAL,NORMAL,1250,預付款項,TRUE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",辦公文具未用完,99
15,1,L2_SUBCATEGORY,2,1,15,,,,非流動資產,,ASSET,GENERAL,NORMAL,,,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",L2：非流動資產,100
1500,15,L3_MOEA,3,1,15,1500,,,不動產、廠房及設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 1500,101
15001,1500,L4_PARENT,4,1,15,1500,15001,,土地,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,102
1500101,15001,L5_DETAIL,5,1,15,1500,15001,1500101,土地－成本,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,103
15002,1500,L4_PARENT,4,1,15,1500,15002,,建築物,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,104
1500201,15002,L5_DETAIL,5,1,15,1500,15002,1500201,建築物－展間,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,105
1500202,15002,L5_DETAIL,5,1,15,1500,15002,1500202,建築物－維修廠,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,106
1500203,15002,L5_DETAIL,5,1,15,1500,15002,1500203,建築物－倉庫,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,107
1500209,15002,L5_DETAIL,5,1,15,1500,15002,1500209,累計折舊－建築物,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,C,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,108
15003,1500,L4_PARENT,4,1,15,1500,15003,,機器設備,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：維修廠設備,109
1500301,15003,L5_DETAIL,5,1,15,1500,15003,1500301,舉昇機,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,110
1500302,15003,L5_DETAIL,5,1,15,1500,15003,1500302,鈑金/烤漆設備,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,111
1500303,15003,L5_DETAIL,5,1,15,1500,15003,1500303,電腦診斷儀,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,112
1500304,15003,L5_DETAIL,5,1,15,1500,15003,1500304,工具/手工具,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,113
1500309,15003,L5_DETAIL,5,1,15,1500,15003,1500309,累計折舊－機器設備,,ASSET,SERVICE,NORMAL,1500,不動產、廠房及設備,TRUE,C,TRUE,FALSE,"[""LOCATION""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,114
15004,1500,L4_PARENT,4,1,15,1500,15004,,運輸設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",公司自用車輛,115
1500401,15004,L5_DETAIL,5,1,15,1500,15004,1500401,運輸設備－交車車,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",業務用拖車,116
1500402,15004,L5_DETAIL,5,1,15,1500,15004,1500402,運輸設備－試乘車（已轉資產）,,ASSET,VEHICLE_INV,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""VEHICLE"", ""VIN""]","{""kpi_role"": ""vehicle_inventory""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",試乘車期滿轉固資,117
1500409,15004,L5_DETAIL,5,1,15,1500,15004,1500409,累計折舊－運輸設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,C,TRUE,FALSE,"[""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,118
15005,1500,L4_PARENT,4,1,15,1500,15005,,辦公設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,FALSE,D,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,119
1500501,15005,L5_DETAIL,5,1,15,1500,15005,1500501,電腦設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,120
1500502,15005,L5_DETAIL,5,1,15,1500,15005,1500502,辦公家具,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,D,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,121
1500509,15005,L5_DETAIL,5,1,15,1500,15005,1500509,累計折舊－辦公設備,,ASSET,GENERAL,NORMAL,1500,不動產、廠房及設備,TRUE,C,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,122
1550,15,L3_MOEA,3,1,15,1550,,,使用權資產,,ASSET,GENERAL,NORMAL,1550,使用權資產,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 1550，IFRS 16,123
15501,1550,L4_PARENT,4,1,15,1550,15501,,使用權資產,,ASSET,GENERAL,NORMAL,1550,使用權資產,FALSE,D,TRUE,FALSE,"[""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,124
1550101,15501,L5_DETAIL,5,1,15,1550,15501,1550101,使用權資產－房屋,,ASSET,GENERAL,NORMAL,1550,使用權資產,TRUE,D,TRUE,FALSE,"[""CONTRACT"", ""LOCATION""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",租賃展間/廠房,125
1550102,15501,L5_DETAIL,5,1,15,1550,15501,1550102,使用權資產－運輸設備,,ASSET,GENERAL,NORMAL,1550,使用權資產,TRUE,D,FALSE,FALSE,"[""CONTRACT""]",{},FALSE,"[""MIXED""]",,126
1550109,15501,L5_DETAIL,5,1,15,1550,15501,1550109,累計折舊－使用權資產,,ASSET,GENERAL,NORMAL,1550,使用權資產,TRUE,C,TRUE,FALSE,"[""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,127
1780,15,L3_MOEA,3,1,17,1780,,,無形資產,,ASSET,GENERAL,NORMAL,1780,無形資產,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 1780,128
17801,1780,L4_PARENT,4,1,17,1780,17801,,無形資產,,ASSET,GENERAL,NORMAL,1780,無形資產,FALSE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,129
1780101,17801,L5_DETAIL,5,1,17,1780,17801,1780101,電腦軟體,,ASSET,GENERAL,NORMAL,1780,無形資產,TRUE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",DealerOS 訂閱費可資本化部分,130
1780102,17801,L5_DETAIL,5,1,17,1780,17801,1780102,加盟金,,ASSET,GENERAL,NORMAL,1780,無形資產,TRUE,D,TRUE,FALSE,"[""DEALER""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",品牌經銷權,131
1780109,17801,L5_DETAIL,5,1,17,1780,17801,1780109,累計攤銷－無形資產,,ASSET,GENERAL,NORMAL,1780,無形資產,TRUE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",減項,132
1820,15,L3_MOEA,3,1,18,1820,,,其他非流動資產,,ASSET,GENERAL,NORMAL,1820,其他非流動資產,FALSE,D,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 1820,133
18201,1820,L4_PARENT,4,1,18,1820,18201,,存出保證金,,ASSET,GENERAL,NORMAL,1820,其他非流動資產,FALSE,D,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：押金,134
1820101,18201,L5_DETAIL,5,1,18,1820,18201,1820101,存出保證金－房屋租賃,,ASSET,GENERAL,NORMAL,1820,其他非流動資產,TRUE,D,TRUE,FALSE,"[""STORE"", ""CONTRACT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,135
1820102,18201,L5_DETAIL,5,1,18,1820,18201,1820102,存出保證金－供應商,,ASSET,GENERAL,NORMAL,1820,其他非流動資產,TRUE,D,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",原廠/總代理保證金,136
1820103,18201,L5_DETAIL,5,1,18,1820,18201,1820103,存出保證金－其他,,ASSET,GENERAL,NORMAL,1820,其他非流動資產,TRUE,D,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,137
2,,L1_CATEGORY,1,2,,,,,負債,,LIABILITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",L1：負債類,138
21,2,L2_SUBCATEGORY,2,2,21,,,,流動負債,,LIABILITY,GENERAL,NORMAL,,,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,139
2110,21,L3_MOEA,3,2,21,2110,,,短期借款,,LIABILITY,GENERAL,NORMAL,2110,短期借款,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2110,140
21101,2110,L4_PARENT,4,2,21,2110,21101,,短期借款－銀行,,LIABILITY,GENERAL,NORMAL,2110,短期借款,FALSE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：依銀行分,141
2110101,21101,L5_DETAIL,5,2,21,2110,21101,2110101,短期借款－一般週轉金,,LIABILITY,GENERAL,NORMAL,2110,短期借款,TRUE,C,TRUE,FALSE,"[""BANK""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,142
2110102,21101,L5_DETAIL,5,2,21,2110,21101,2110102,短期借款－車輛庫存融資,,LIABILITY,VEHICLE_INV,NORMAL,2110,短期借款,TRUE,C,TRUE,FALSE,"[""BANK"", ""VEHICLE""]","{""kpi_role"": ""floor_plan_debt""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",Floor Plan（經銷商命脈）,143
2110103,21101,L5_DETAIL,5,2,21,2110,21101,2110103,短期借款－外幣借款,,LIABILITY,GENERAL,NORMAL,2110,短期借款,TRUE,C,FALSE,FALSE,"[""BANK""]",{},FALSE,"[""MIXED""]",進口車商常用,144
2120,21,L3_MOEA,3,2,21,2120,,,應付短期票券,,LIABILITY,GENERAL,NORMAL,2120,應付短期票券,FALSE,C,FALSE,TRUE,[],{},FALSE,"[""MIXED""]",MOEA 2120,145
21201,2120,L4_PARENT,4,2,21,2120,21201,,應付商業本票,,LIABILITY,GENERAL,NORMAL,2120,應付短期票券,FALSE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",,146
2120101,21201,L5_DETAIL,5,2,21,2120,21201,2120101,應付商業本票,,LIABILITY,GENERAL,NORMAL,2120,應付短期票券,TRUE,C,FALSE,FALSE,[],{},FALSE,"[""MIXED""]",,147
2150,21,L3_MOEA,3,2,21,2150,,,應付票據,,LIABILITY,GENERAL,NORMAL,2150,應付票據,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2150,148
21501,2150,L4_PARENT,4,2,21,2150,21501,,應付票據,,LIABILITY,GENERAL,NORMAL,2150,應付票據,FALSE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,149
2150101,21501,L5_DETAIL,5,2,21,2150,21501,2150101,應付票據－車輛採購,,LIABILITY,VEHICLE_INV,NORMAL,2150,應付票據,TRUE,C,TRUE,FALSE,"[""VENDOR"", ""VIN""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",,150
2150102,21501,L5_DETAIL,5,2,21,2150,21501,2150102,應付票據－零件採購,,LIABILITY,PARTS,NORMAL,2150,應付票據,TRUE,C,TRUE,FALSE,"[""VENDOR""]","{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,151
2150103,21501,L5_DETAIL,5,2,21,2150,21501,2150103,應付票據－一般採購,,LIABILITY,GENERAL,NORMAL,2150,應付票據,TRUE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,152
2170,21,L3_MOEA,3,2,21,2170,,,應付帳款,,LIABILITY,GENERAL,NORMAL,2170,應付帳款,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2170,153
21701,2170,L4_PARENT,4,2,21,2170,21701,,應付帳款,,LIABILITY,GENERAL,NORMAL,2170,應付帳款,FALSE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：依採購類別分,154
2170101,21701,L5_DETAIL,5,2,21,2170,21701,2170101,應付帳款－車輛進貨,,LIABILITY,VEHICLE_INV,NORMAL,2170,應付帳款,TRUE,C,TRUE,FALSE,"[""VENDOR"", ""VIN""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",應付總代理車款,155
2170102,21701,L5_DETAIL,5,2,21,2170,21701,2170102,應付帳款－零件進貨,,LIABILITY,PARTS,NORMAL,2170,應付帳款,TRUE,C,TRUE,FALSE,"[""VENDOR""]","{""profit_attribution"": ""parts_margin""}",FALSE,"[""NEW_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,156
2170103,21701,L5_DETAIL,5,2,21,2170,21701,2170103,應付帳款－外包工資,,LIABILITY,SERVICE,NORMAL,2170,應付帳款,TRUE,C,TRUE,FALSE,"[""VENDOR""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",板金/烤漆/外包維修,157
2170104,21701,L5_DETAIL,5,2,21,2170,21701,2170104,應付帳款－廣告費,,LIABILITY,GENERAL,NORMAL,2170,應付帳款,TRUE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,158
2170105,21701,L5_DETAIL,5,2,21,2170,21701,2170105,應付帳款－一般費用,,LIABILITY,GENERAL,NORMAL,2170,應付帳款,TRUE,C,TRUE,FALSE,"[""VENDOR""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,159
2200,21,L3_MOEA,3,2,22,2200,,,其他應付款,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,TRUE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",MOEA 2200,160
22001,2200,L4_PARENT,4,2,22,2200,22001,,應付薪資,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,161
2200101,22001,L5_DETAIL,5,2,22,2200,22001,2200101,應付薪資,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",月薪,162
2200102,22001,L5_DETAIL,5,2,22,2200,22001,2200102,應付獎金－業務,,LIABILITY,VEHICLE_SALES,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""SALESPERSON"", ""STORE""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",業務銷售獎金,163
2200103,22001,L5_DETAIL,5,2,22,2200,22001,2200103,應付獎金－技師,,LIABILITY,SERVICE,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""TECHNICIAN"", ""STORE""]","{""profit_attribution"": ""service_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",工時獎金,164
2200104,22001,L5_DETAIL,5,2,22,2200,22001,2200104,應付獎金－年終,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""DEPT""]",{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",,165
22002,2200,L4_PARENT,4,2,22,2200,22002,,應付佣金,,LIABILITY,GENERAL,NORMAL,2200,其他應付款,FALSE,C,TRUE,FALSE,[],{},FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""SERVICE_ONLY"", ""MOTORCYCLE""]",母科：給外部的佣金,166
2200201,22002,L5_DETAIL,5,2,22,2200,22002,2200201,應付介紹費,,LIABILITY,VEHICLE_SALES,WITHHOLDING,2200,其他應付款,TRUE,C,TRUE,FALSE,"[""REFERRER""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""NEW_CAR"", ""USED_CAR"", ""MIXED"", ""MOTORCYCLE""]",客戶介紹費（需扣繳）,167
2200202,22002,L5_DETAIL,5,2,22,2200,22002,2200202,應付佣金－保險推廣,,LIABILITY,VEHICLE_SALES,NORMAL,2200,其他應付款,TRUE,C,FALSE,FALSE,"[""VENDOR""]","{""profit_attribution"": ""vehicle_margin""}",FALSE,"[""MIXED""]",,168
